transaction_id,account_id,amount,transaction_type,account_age_years,country_risk_level,is_foreign_transaction,num_prev_transactions,previous_suspicious_activity,avg_transaction_amount,time_of_day,device_type,customer_type,location_match,account_balance,txn_velocity_score,unusual_activity_flag,label
T00234,A5332,219640.18,cash,12.3,low,1,24,0,28583.7,evening,web,personal,1,1416966.7,0.33,0,0
T00235,A5064,367689.73,cash,1.5,medium,1,44,0,28805.19,morning,mobile,personal,1,1929007.83,0.54,1,1
T00236,A3082,140967.38,cash,5.6,low,0,12,0,45146.94,night,mobile,business,0,297046.99,0.87,0,0
T00237,A5605,361988.3,online_transfer,8.0,medium,1,32,0,49125.47,morning,web,personal,0,1817713.75,0.25,1,1
T00238,A6677,153491.11,cash,5.2,medium,0,36,1,42126.65,night,web,business,1,551717.87,0.32,0,1
T00239,A1632,176918.75,bank_transfer,3.0,high,1,4,1,36205.82,afternoon,mobile,business,1,1200524.62,0.63,1,1
T00240,A7086,386939.39,bank_transfer,1.9,low,0,41,1,16346.1,evening,atm,business,1,95063.29,0.22,1,1
T00241,A5509,223012.5,upi,10.6,medium,1,44,1,28065.23,morning,web,personal,1,634151.45,0.68,1,1
T00242,A2548,87390.73,crypto,5.6,low,0,7,0,38767.29,night,atm,personal,0,453475.67,0.5,0,0
T00243,A9728,133556.29,cheque,4.4,low,1,27,0,18347.75,night,atm,business,0,1572286.73,0.42,1,1
T00244,A4684,240316.46,bank_transfer,4.5,medium,0,47,0,3501.78,night,mobile,business,0,1950472.16,0.3,0,0
T00245,A6527,253913.47,cheque,11.2,low,0,39,1,36640.82,night,atm,personal,0,1902237.09,0.5,1,1
T00246,A7984,229393.41,cheque,0.7,low,0,15,1,27309.17,evening,atm,business,1,913102.12,0.91,0,1
T00247,A8013,446689.03,upi,14.6,low,1,7,0,3041.2,morning,web,personal,1,1694641.85,0.49,0,0
T00248,A6516,188668.42,upi,2.7,medium,1,36,0,44294.51,afternoon,web,personal,0,763584.36,0.21,1,1
T00249,A5711,436600.52,crypto,7.4,low,1,43,0,43065.39,evening,web,business,1,129572.07,0.4,1,1
T00250,A6800,482597.22,upi,9.6,low,1,1,0,9000.21,evening,atm,personal,0,1686516.48,1.0,0,0
T00251,A9929,124938.92,bank_transfer,2.5,high,0,5,1,36469.6,evening,atm,business,1,651636.18,0.82,1,1
T00252,A4634,443457.96,cash,5.4,medium,1,15,0,26456.08,night,mobile,business,1,1036683.08,0.63,1,1
T00253,A9626,219118.21,upi,9.9,high,1,35,0,47415.86,morning,mobile,business,0,1119039.58,0.74,1,1
T00254,A1597,498611.49,cheque,7.7,medium,0,34,0,17510.94,night,atm,personal,1,1112172.62,0.7,1,1
T00255,A7860,293094.04,online_transfer,7.2,low,0,32,1,2279.32,morning,web,personal,0,1919323.45,0.44,1,1
T00256,A9456,263477.59,bank_transfer,5.3,high,1,11,0,8006.36,morning,web,business,0,1021649.68,0.52,1,1
T00257,A4250,73604.62,cash,7.0,medium,1,26,0,36301.26,night,web,business,1,177579.61,0.09,1,0
T00258,A5538,104998.48,cash,1.0,medium,0,40,0,3790.16,evening,atm,personal,1,1776272.5,0.35,1,1
T00259,A5527,7816.75,online_transfer,13.9,low,0,49,0,23262.87,evening,atm,personal,1,1946512.34,0.81,1,0
T00260,A2451,483426.33,bank_transfer,1.6,low,1,27,1,18421.11,afternoon,mobile,personal,0,328106.75,0.1,0,1
T00261,A3068,17190.32,cash,3.1,high,0,17,0,6261.23,evening,atm,business,0,572713.41,0.67,0,0
T00262,A3961,365267.73,upi,9.2,high,0,34,0,1368.47,evening,mobile,personal,0,1309726.3,0.27,1,1
T00263,A4212,89514.3,online_transfer,9.9,high,0,47,1,14794.02,afternoon,web,business,0,801448.06,0.14,0,1
T00264,A7741,364320.26,online_transfer,0.8,low,0,5,1,17115.61,night,atm,personal,0,831953.02,0.56,1,1
T00265,A8132,205042.93,cheque,9.3,low,0,18,1,6500.23,evening,atm,business,0,83289.82,0.69,1,1
T00266,A2029,441612.19,cheque,8.2,low,0,24,1,23391.47,night,web,personal,0,182743.62,0.12,0,1
T00267,A8838,213394.19,online_transfer,9.2,high,1,0,1,19629.74,morning,web,business,1,880531.46,0.75,1,1
T00268,A2912,406283.27,bank_transfer,3.6,low,0,3,0,35020.55,night,web,business,0,922562.52,0.99,0,0
T00269,A5034,83088.26,cheque,6.6,low,0,42,0,11240.43,morning,mobile,business,1,1853244.0,0.54,0,0
T00270,A9698,23372.85,bank_transfer,7.7,medium,1,45,0,44016.57,afternoon,web,personal,0,1658241.93,0.04,1,0
T00271,A9972,254001.43,online_transfer,11.2,medium,1,14,0,25811.08,night,atm,personal,0,620641.97,0.62,1,1
T00272,A8086,101742.64,bank_transfer,8.4,high,1,8,0,2007.11,night,web,business,1,478579.16,0.56,1,1
T00273,A4702,214143.61,online_transfer,5.5,medium,1,16,1,48272.18,night,web,business,0,1546302.7,0.02,1,1
T00274,A8888,210425.73,crypto,2.9,low,0,30,1,2511.32,evening,atm,personal,0,1355137.39,0.48,1,1
T00275,A3071,448715.6,crypto,10.7,low,0,5,1,48836.1,morning,mobile,personal,1,321596.35,0.21,0,0
T00276,A7937,373850.13,crypto,13.6,low,1,11,0,7141.79,morning,web,business,0,1498415.33,0.36,1,1
T00277,A2973,238554.24,online_transfer,4.8,high,0,33,0,45038.59,evening,atm,business,1,864137.44,0.27,0,1
T00278,A4542,444169.51,crypto,8.3,low,1,39,0,11827.98,evening,mobile,business,1,1232770.05,0.58,1,1
T00279,A4977,422862.68,cash,4.5,medium,0,0,1,40720.89,afternoon,atm,personal,0,1422044.44,0.87,1,1
T00280,A4602,361392.4,crypto,3.7,low,0,44,0,49683.35,night,atm,business,1,425339.25,0.77,1,1
T00281,A1414,123470.21,cash,4.8,high,1,38,0,39906.64,afternoon,atm,business,1,327597.39,0.84,0,1
T00282,A2535,326301.05,cheque,4.9,low,1,8,1,22598.42,morning,web,personal,1,1368593.92,0.65,0,1
T00283,A6579,292939.93,upi,8.5,high,1,27,0,34089.59,evening,web,personal,0,889525.87,0.39,1,1
T00284,A6432,391360.92,bank_transfer,8.3,high,1,29,0,16253.5,afternoon,atm,business,1,561843.86,0.55,1,1
T00285,A5563,465385.0,upi,11.8,low,1,26,0,17127.01,morning,atm,personal,1,1136625.54,0.61,1,1
T00286,A2510,14686.32,cheque,10.8,low,1,34,1,18164.98,night,web,personal,0,1515430.3,0.69,0,0
T00287,A5435,496152.98,crypto,4.9,low,1,6,1,41802.93,morning,atm,personal,0,1700848.98,0.9,1,1
T00288,A9517,171776.94,bank_transfer,13.8,medium,1,2,1,24195.18,night,atm,personal,0,1774063.92,0.95,0,1
T00289,A1810,331817.19,cheque,3.7,high,0,50,1,14268.59,morning,mobile,business,1,1701210.77,0.78,0,1
T00290,A5644,185248.13,crypto,3.4,high,0,2,1,6753.54,evening,web,personal,0,1534483.42,0.8,0,1
T00291,A1995,260678.13,crypto,5.7,medium,0,33,0,32427.92,evening,atm,business,1,280256.96,0.09,0,0
T00292,A6852,296486.83,cash,3.5,high,0,28,0,43190.0,morning,web,personal,0,1209647.97,0.66,0,1
T00293,A1747,360068.36,crypto,7.9,high,1,10,0,2811.95,morning,web,personal,0,737329.52,0.91,0,1
T00294,A9384,65283.42,bank_transfer,2.8,low,1,24,1,20868.82,morning,web,personal,0,189210.8,0.1,1,1
T00295,A1289,461911.87,bank_transfer,10.5,high,0,20,1,36712.19,evening,web,business,1,1697960.4,0.54,1,1
T00296,A7027,394859.98,cash,14.2,low,0,7,0,34542.87,afternoon,web,personal,0,178087.21,0.91,1,1
T00297,A3784,310715.33,crypto,11.4,high,0,11,1,5442.5,afternoon,atm,personal,0,1393545.75,0.82,1,1
T00298,A4349,125209.53,online_transfer,14.3,low,1,3,1,47279.7,morning,mobile,personal,1,1560723.09,0.62,1,1
T00299,A6713,403929.56,online_transfer,3.7,low,0,42,0,45279.04,evening,atm,personal,1,595831.16,0.36,0,0
T00300,A4908,195800.94,cheque,11.2,high,0,42,0,5907.36,afternoon,mobile,business,0,743621.38,0.38,1,1
T00301,A4295,133464.75,upi,1.9,medium,0,23,1,38693.88,night,web,personal,1,5451.88,0.11,0,1
T00302,A7959,101238.48,bank_transfer,13.9,high,0,36,1,26453.95,night,atm,personal,1,693046.97,0.98,1,1
T00303,A6206,170376.86,cash,4.8,medium,0,4,1,37964.95,evening,web,personal,0,814853.17,0.95,0,1
T00304,A3481,174512.65,bank_transfer,10.5,medium,0,12,1,24170.56,evening,mobile,personal,1,1194712.81,0.21,0,0
T00305,A3546,307398.8,upi,9.0,high,1,11,1,47504.33,afternoon,mobile,personal,1,646267.38,0.14,1,1
T00306,A2159,340246.06,bank_transfer,9.9,high,1,14,1,27444.27,night,web,personal,0,437581.82,0.26,0,1
T00307,A5078,99532.75,bank_transfer,6.6,high,1,38,1,6626.17,afternoon,web,business,1,1359135.25,0.8,1,1
T00308,A6532,196558.87,upi,12.9,medium,0,46,0,20639.96,night,atm,business,1,1846925.49,0.4,0,0
T00309,A3920,345723.25,bank_transfer,4.8,medium,1,39,0,37479.2,morning,web,business,1,67025.69,0.03,0,0
T00310,A8573,418218.95,cheque,12.1,medium,0,28,0,17988.98,evening,mobile,business,1,70549.16,0.26,0,0
T00311,A1264,48088.02,bank_transfer,10.6,medium,1,7,0,47720.86,night,web,business,1,945649.97,0.96,1,0
T00312,A2895,42442.08,bank_transfer,3.5,medium,1,34,1,27419.82,evening,web,business,0,398463.54,0.07,1,1
T00313,A6437,52189.73,upi,7.0,low,1,16,0,14027.76,night,atm,business,1,1934652.41,0.07,0,0
T00314,A4712,56876.79,cash,11.5,low,0,50,1,43006.02,morning,atm,personal,1,910112.16,0.91,0,0
T00315,A4350,70319.95,cash,0.3,low,0,3,1,21487.68,morning,web,business,1,1260226.77,0.97,1,1
T00316,A4513,369183.43,upi,7.5,high,0,48,1,22377.36,afternoon,web,personal,1,1583204.08,0.58,1,1
T00317,A4789,187480.69,online_transfer,7.1,medium,0,21,1,49696.05,night,web,business,0,1937363.76,0.04,0,1
T00318,A7493,431444.76,online_transfer,10.9,low,1,45,1,23133.46,evening,web,business,0,198115.89,0.94,1,1
T00319,A9754,83885.66,online_transfer,6.7,low,1,47,0,41454.66,evening,mobile,personal,0,1027640.61,0.23,0,0
T00320,A4209,370310.23,bank_transfer,11.0,low,1,5,1,7097.07,night,atm,personal,0,1620784.3,0.4,0,1
T00321,A3521,494624.63,cash,7.8,low,0,28,0,24522.99,afternoon,atm,personal,0,1748878.49,0.77,0,0
T00322,A1982,407709.93,bank_transfer,6.4,low,1,1,1,48829.93,night,web,personal,1,1758997.7,0.18,0,1
T00323,A9098,434272.91,bank_transfer,3.9,low,1,9,1,22598.2,night,mobile,personal,1,832466.27,0.31,0,1
T00324,A4540,189753.06,bank_transfer,12.4,high,0,2,0,29677.57,night,atm,personal,0,1434948.27,0.65,0,0
T00325,A1640,458198.16,upi,9.2,low,0,16,0,33178.66,evening,mobile,personal,1,1083231.54,0.51,1,0
T00326,A4816,88314.11,cash,14.4,high,1,44,0,25407.91,night,atm,personal,1,66991.62,0.84,1,1
T00327,A9691,250978.81,cheque,3.7,high,0,35,1,46829.91,night,mobile,personal,1,1276117.15,0.94,1,1
T00328,A8349,426634.34,bank_transfer,9.1,medium,1,0,1,33211.26,morning,atm,personal,0,456309.62,0.5,0,1
T00329,A5724,224863.12,bank_transfer,9.5,medium,1,21,0,47042.78,afternoon,atm,business,0,1678725.51,0.94,1,1
T00330,A3046,123112.48,online_transfer,3.7,high,1,48,0,43875.42,night,mobile,business,0,1605830.17,0.81,0,1
T00331,A8318,39686.42,upi,9.0,low,1,38,0,45358.67,evening,mobile,business,0,952889.79,0.39,0,0
T00332,A5169,325540.51,cash,0.7,medium,1,44,1,1517.11,morning,atm,personal,1,707626.62,0.97,1,1
T00333,A1412,40701.71,cash,1.6,high,1,32,1,19495.17,night,atm,personal,0,1884455.0,0.46,0,1
T00334,A8463,27333.37,online_transfer,4.3,low,0,11,0,42692.25,evening,web,business,1,1875726.23,0.7,0,0
T00335,A8578,404085.71,upi,2.0,medium,0,23,0,39614.29,morning,atm,personal,1,785046.31,0.13,1,1
T00336,A1210,462829.82,cash,0.2,high,0,39,0,13431.5,evening,atm,business,0,1075805.27,0.61,0,1
T00337,A7122,364825.28,cash,4.2,low,0,39,0,24390.43,afternoon,atm,personal,1,289059.27,0.01,0,0
T00338,A7285,214353.04,bank_transfer,2.1,low,0,31,0,11126.15,evening,web,personal,0,1465049.64,0.19,1,1
T00339,A1244,206948.1,bank_transfer,9.1,medium,0,0,1,47762.61,night,atm,business,0,1846626.29,0.59,1,1
T00340,A9310,83949.49,online_transfer,8.1,medium,1,9,0,16703.46,morning,mobile,personal,1,1910542.75,0.9,0,0
T00341,A2962,216928.86,cheque,2.2,high,0,21,0,32483.4,afternoon,mobile,business,1,805287.5,0.77,1,1
T00342,A3750,416198.97,cheque,12.3,medium,0,35,1,38440.57,morning,mobile,business,1,1196428.19,0.43,1,1
T00343,A6190,155739.9,crypto,15.0,low,0,11,0,27963.53,evening,web,business,0,1963358.51,0.39,1,0
T00344,A2650,452887.8,upi,1.2,high,0,10,1,14999.03,evening,mobile,personal,0,1818100.85,0.01,1,1
T00345,A7846,385502.1,upi,10.9,low,0,49,0,3504.37,afternoon,web,personal,1,1605031.88,0.2,0,0
T00346,A8990,277682.92,cheque,6.1,high,0,50,1,18262.54,night,atm,personal,1,506015.6,0.26,1,1
T00347,A1795,422606.17,bank_transfer,11.5,low,1,13,0,21500.25,morning,web,business,1,981464.38,0.4,1,1
T00348,A6446,169264.53,cash,1.9,low,1,25,0,7832.26,night,mobile,business,0,1207694.29,0.14,1,1
T00349,A7010,246449.25,crypto,12.5,low,0,21,0,39455.52,morning,atm,personal,1,552364.43,0.08,1,1
T00350,A6709,421690.91,bank_transfer,9.2,low,1,11,0,31753.45,evening,mobile,personal,0,1141368.95,0.9,0,0
T00351,A3857,487550.22,cash,10.8,high,0,18,0,11204.48,evening,web,personal,0,1053520.53,0.38,0,0
T00352,A5279,158576.74,cash,14.6,high,1,32,1,17801.95,evening,web,personal,1,57388.02,0.21,1,1
T00353,A8513,412065.79,online_transfer,4.2,medium,1,22,1,14376.68,night,atm,business,0,1451827.83,0.4,0,1
T00354,A9924,359927.96,cash,12.4,low,1,5,1,21755.98,afternoon,mobile,personal,1,567564.38,0.38,1,1
T00355,A3507,322260.92,crypto,11.8,medium,1,23,0,46986.49,evening,atm,personal,0,1437704.45,0.49,0,0
T00356,A6200,483211.38,upi,6.5,medium,1,46,0,35365.32,night,web,personal,1,1159855.77,0.55,0,0
T00357,A4265,317532.5,cash,4.7,low,1,31,1,14900.14,night,web,business,0,1866210.04,0.93,0,1
T00358,A5353,493683.79,cash,1.9,high,0,7,1,33584.66,afternoon,atm,business,1,43385.66,0.86,1,1
T00359,A6208,7894.71,online_transfer,9.7,low,1,50,0,18279.94,afternoon,mobile,business,0,1047927.4,0.25,1,0
T00360,A3617,439854.4,bank_transfer,3.2,medium,0,21,1,12556.82,night,mobile,business,0,1606664.0,0.76,1,1
T00361,A9064,251197.8,bank_transfer,13.9,low,1,34,1,21173.3,afternoon,atm,business,1,1713184.69,0.42,1,1
T00362,A1162,65170.03,cheque,7.1,medium,0,43,0,9790.1,afternoon,mobile,personal,0,947078.19,0.71,1,0
T00363,A1479,82663.85,online_transfer,6.1,high,1,15,0,49408.44,morning,mobile,business,1,184170.71,0.97,1,1
T00364,A7673,489822.44,online_transfer,14.1,high,1,39,1,42867.0,afternoon,mobile,personal,1,1466395.77,0.03,1,1
T00365,A9805,170260.7,online_transfer,8.5,high,1,35,0,29415.52,afternoon,mobile,personal,0,492807.79,0.15,0,1
T00366,A4220,254656.36,crypto,11.9,high,0,34,1,20577.64,night,atm,business,1,1160089.58,0.24,1,1
T00367,A1257,44979.64,online_transfer,14.2,high,1,36,0,26702.1,evening,mobile,business,0,972542.4,0.49,0,0
T00368,A7598,241286.18,upi,0.6,low,1,3,1,46856.35,evening,mobile,personal,1,1390263.55,0.44,0,1
T00369,A5289,163071.3,cash,0.3,medium,0,7,0,30766.71,afternoon,mobile,personal,1,1646396.58,0.27,0,0
T00370,A7080,94600.19,bank_transfer,7.1,medium,0,34,1,24215.04,afternoon,mobile,personal,1,1655967.62,0.27,1,1
T00371,A7607,265680.38,cheque,1.0,high,1,0,0,30832.97,night,mobile,business,1,655605.31,0.47,0,1
T00372,A3366,245136.93,cheque,13.3,low,0,10,0,14999.56,afternoon,mobile,personal,1,621419.18,0.19,0,0
T00373,A2912,317979.09,bank_transfer,10.2,low,1,19,0,4108.53,afternoon,web,personal,0,503365.7,0.21,0,0
T00374,A7049,455893.35,cash,4.7,low,0,2,1,42870.03,evening,atm,business,1,722811.48,0.57,1,1
T00375,A8084,428457.14,online_transfer,11.1,medium,1,40,1,19216.65,evening,mobile,personal,1,480516.09,0.32,1,1
T00376,A2256,30157.53,upi,6.8,high,1,19,0,3758.88,morning,atm,personal,1,1114020.33,0.46,0,0
T00377,A6609,18579.49,bank_transfer,14.6,medium,0,46,1,24892.99,afternoon,mobile,personal,0,1202391.64,0.33,1,1
T00378,A6055,253949.54,upi,2.8,high,1,6,1,10527.14,afternoon,mobile,business,0,132918.56,0.53,1,1
T00379,A8594,110116.22,cheque,4.2,medium,1,4,1,34759.09,evening,mobile,business,1,807330.12,0.94,1,1
T00380,A9902,82725.11,online_transfer,2.3,medium,0,27,0,33796.38,morning,atm,business,0,637024.25,0.88,0,0
T00381,A9721,203643.12,bank_transfer,7.7,high,1,49,0,5219.86,afternoon,mobile,personal,1,1009030.91,0.03,0,1
T00382,A4991,114097.51,crypto,8.3,low,1,15,0,27521.26,evening,mobile,personal,0,1187707.58,0.98,0,0
T00383,A6747,77553.85,upi,11.5,medium,0,10,0,15874.04,morning,mobile,personal,0,1933934.69,0.35,1,0
T00384,A6927,302441.3,online_transfer,3.2,low,1,31,1,29575.03,afternoon,atm,business,0,877086.06,0.53,1,1
T00385,A2830,12541.12,cheque,5.6,high,1,16,1,42588.04,morning,web,personal,1,286805.05,0.33,0,1
T00386,A3300,262329.98,cash,2.2,low,0,3,0,19012.03,evening,web,personal,1,1446969.74,0.6,1,0
T00387,A4344,16233.22,cash,14.3,high,1,29,0,24001.98,morning,atm,business,0,1805201.97,0.98,1,1
T00388,A7898,47798.58,crypto,1.4,high,1,11,0,26997.52,evening,mobile,personal,1,947906.97,0.63,1,1
T00389,A1115,12848.04,online_transfer,5.8,high,0,44,1,42522.58,night,atm,personal,1,1374993.71,0.03,0,1
T00390,A1866,471454.84,cash,2.9,high,1,21,1,39700.61,afternoon,mobile,personal,0,1814551.19,0.53,1,1
T00391,A5837,333576.12,online_transfer,7.5,high,0,23,0,42025.81,evening,atm,personal,0,1235281.92,0.58,1,1
T00392,A2423,257041.62,upi,7.7,low,0,0,0,28854.26,morning,web,personal,1,782401.93,0.93,1,1
T00393,A5083,193227.77,online_transfer,10.2,high,0,19,1,25552.36,morning,mobile,business,0,1205741.45,0.06,1,1
T00394,A4952,3855.83,cheque,1.9,high,1,47,1,28882.19,morning,atm,business,1,169615.75,0.96,0,1
T00395,A6708,71588.95,cash,5.0,high,0,6,1,21692.43,evening,web,personal,1,655051.59,0.6,0,0
T00396,A5650,393104.97,upi,13.4,low,1,16,1,44451.8,evening,web,business,1,1884691.29,0.76,0,1
T00397,A3178,111598.27,crypto,9.5,low,1,7,1,7944.66,afternoon,web,personal,0,315269.48,0.87,1,1
T00398,A8150,274099.15,upi,9.5,low,0,12,1,9318.36,afternoon,web,business,0,1598287.15,0.12,1,1
T00399,A9364,442049.91,upi,12.0,high,0,22,0,37189.09,night,atm,business,1,1153239.79,0.29,1,1
T00400,A9328,128471.44,online_transfer,9.0,medium,0,40,1,39737.93,afternoon,atm,business,1,1064700.97,0.49,1,1
T00401,A9353,257146.99,cheque,14.8,medium,0,38,1,12465.49,evening,web,personal,1,1547534.28,0.07,1,1
T00402,A7281,181790.17,upi,9.9,medium,0,15,1,5334.07,evening,atm,business,0,588175.14,0.46,0,0
T00403,A1620,402929.18,upi,4.0,medium,1,10,0,2791.08,night,web,business,0,503142.31,0.68,1,1
T00404,A2805,204529.84,cash,7.8,low,0,18,1,32667.93,night,atm,personal,1,870811.14,0.65,1,1
T00405,A7652,232262.94,crypto,11.5,low,1,12,0,39962.76,night,web,personal,0,980180.41,0.4,1,1
T00406,A3462,481503.0,crypto,12.1,medium,1,47,0,42568.64,afternoon,web,personal,1,501628.09,0.56,0,0
T00407,A3672,462595.99,bank_transfer,2.1,medium,0,24,1,15620.65,evening,atm,business,0,447664.0,0.51,1,1
T00408,A5086,475223.95,upi,4.1,medium,0,19,0,5502.79,morning,atm,business,0,1709931.85,0.89,0,0
T00409,A5852,393605.1,bank_transfer,11.0,high,1,31,0,32408.02,afternoon,mobile,business,0,1419841.55,0.5,0,1
T00410,A1703,146248.67,upi,14.3,medium,0,45,0,18990.16,afternoon,web,business,1,374575.12,0.14,0,0
T00411,A9489,454661.23,cash,8.2,medium,0,22,1,23954.55,morning,atm,business,1,1286898.65,0.44,1,1
T00412,A5827,315296.71,crypto,2.5,high,0,1,0,18057.07,morning,mobile,personal,0,106392.87,0.13,1,1
T00413,A3128,284037.02,upi,6.7,high,0,9,1,17940.87,night,mobile,business,1,808454.4,0.13,1,1
T00414,A3154,200554.0,crypto,12.4,medium,0,44,1,1721.59,night,atm,personal,1,467994.22,0.33,0,1
T00415,A3103,157982.51,bank_transfer,8.0,high,0,21,0,42837.49,evening,web,personal,1,1365046.25,0.02,0,1
T00416,A8057,214405.44,cheque,2.1,low,0,26,0,12474.6,afternoon,web,business,0,1079018.87,0.72,1,1
T00417,A2871,57510.05,bank_transfer,7.9,high,1,42,1,8275.38,evening,mobile,business,0,982594.94,0.84,1,1
T00418,A8813,143320.54,upi,13.9,low,1,22,1,31268.26,evening,mobile,business,1,1447604.18,0.58,1,1
T00419,A1481,315925.24,crypto,7.2,low,1,39,1,35828.37,night,mobile,personal,0,695146.86,0.04,1,1
T00420,A1877,413953.76,bank_transfer,11.8,medium,0,48,1,40355.16,evening,web,personal,1,1695665.61,0.19,1,1
T00421,A3102,91131.06,cash,10.0,medium,1,23,0,21142.58,night,web,personal,1,524785.57,0.61,0,0
T00422,A2636,351574.68,crypto,3.6,low,0,37,0,46564.11,night,atm,personal,1,974766.36,0.92,0,0
T00423,A7664,159397.25,bank_transfer,0.1,low,0,35,0,29696.24,night,web,business,0,713056.7,0.52,0,0
T00424,A2240,498912.61,crypto,11.0,low,1,9,1,3955.97,night,web,business,1,700570.69,0.12,0,1
T00425,A5669,487095.56,crypto,11.1,medium,0,37,0,1385.82,morning,mobile,personal,0,1631140.63,0.51,0,0
T00426,A8263,106098.72,crypto,2.8,medium,1,2,1,37070.16,evening,atm,business,0,981655.06,0.94,1,1
T00427,A2050,19390.06,online_transfer,10.1,medium,0,15,1,38515.95,morning,mobile,personal,1,1255945.54,0.06,0,0
T00428,A7877,246018.7,cash,7.3,medium,1,44,1,3914.66,afternoon,atm,personal,1,565932.0,0.45,0,1
T00429,A1858,256955.47,online_transfer,12.0,high,0,41,0,4238.19,morning,mobile,personal,0,686090.56,0.17,1,1
T00430,A9749,42900.6,crypto,10.6,medium,1,7,0,29860.18,night,atm,business,1,1035605.5,0.54,1,0
T00431,A6831,427050.77,upi,3.6,medium,1,13,0,34242.0,night,web,business,1,428401.01,0.63,0,0
T00432,A4902,375440.66,online_transfer,2.5,high,0,28,0,9441.73,night,mobile,business,1,1067494.06,0.83,1,1
T00433,A5117,218590.73,crypto,13.6,high,0,38,1,30990.1,evening,mobile,personal,1,1971966.35,0.71,0,1
T00434,A1393,261598.3,bank_transfer,11.5,medium,0,36,1,6945.72,evening,mobile,business,0,375276.52,0.05,0,1
T00435,A2771,180979.05,crypto,4.0,low,1,2,0,42497.86,night,mobile,personal,0,1208854.61,0.51,0,0
T00436,A9592,250018.54,cheque,3.7,medium,0,45,1,3655.46,night,web,business,1,1321366.09,0.41,0,1
T00437,A7593,179921.51,upi,13.7,low,0,17,0,49836.26,morning,mobile,business,0,1618161.22,1.0,1,1
T00438,A8224,179532.71,bank_transfer,9.2,low,0,11,0,23599.69,afternoon,web,business,0,1316251.16,0.05,1,0
T00439,A2828,143052.46,upi,12.6,medium,1,16,0,2374.05,morning,web,business,0,185671.11,0.08,0,0
T00440,A9795,345830.53,cash,12.1,medium,1,18,0,7599.49,evening,web,personal,1,1547697.9,0.68,1,1
T00441,A2560,249847.11,cash,10.8,medium,0,39,1,6148.83,night,web,business,1,761810.19,0.94,0,1
T00442,A2775,432652.62,crypto,12.7,medium,0,20,1,6182.38,evening,web,business,0,146807.3,0.96,0,1
T00443,A4051,445286.21,upi,13.1,high,1,39,1,41753.0,evening,web,business,1,1810981.44,0.49,0,1
T00444,A3652,281701.05,online_transfer,10.0,low,0,10,1,23466.11,night,atm,personal,0,1920507.34,0.59,1,1
T00445,A2337,395537.33,crypto,2.4,medium,1,3,1,2576.51,night,web,personal,0,1613019.44,0.68,1,1
T00446,A4826,331823.91,crypto,1.2,low,1,32,1,17799.77,night,mobile,personal,1,1337722.17,0.52,0,1
T00447,A6556,494918.68,cash,8.9,medium,1,49,0,26487.49,morning,atm,business,1,1613220.68,0.75,0,1
T00448,A7815,72098.94,cash,9.5,low,1,48,0,19502.21,afternoon,mobile,personal,0,1813043.84,0.9,1,1
T00449,A3906,450083.27,cash,5.4,medium,0,16,0,13500.48,evening,atm,business,0,1716154.48,0.34,1,0
